unified_round,native_id,date,role,feature_family,cohort_or_split,own_endpoint,own_metric,outcome,has_archived_metric,source_file
516,NEXT500,2026-08-13,search/test,TBAC (topological bond-strength angular-territory correspondence),SCIGEN+WyFormer 80+80 blind probes,none opened (label-blind),"support 78/80 SCIGEN (0.975), 76/80 WyFormer (0.95); max label-free |Spearman| 0.7194956942/0.8430164540; all blind gates pass",probe-pass,yes,<repo>/experiments/next500_tbac_label_blind_novelty_probe_result.full.json | docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md | workspace/newpauling/experiments/next500_tbac_label_blind_engineering_probe_result.full.json :: engineering_probe_passed=True || workspace/newpauling/experiments/next500_tbac_label
517,NEXT501,2026-08-13,search/test,TBAC (topological bond-strength angular-territory correspondence),"SCIGEN 13,470 + WyFormer 5,232 (full label-free build)",none opened (label-blind),"coverage SCIGEN 0.9657757981, WyFormer 0.9686544343; both pass",probe-pass,yes,$PRIS_ARCHIVE/next501_topological_bond_angular_correspondence_v1/MANIFEST.json | docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md | artifact mtime: tests/test_next501_tbac_formal_build.py
518,NEXT502,2026-08-13,search/test,TBAC (topological bond-strength angular-territory correspondence),NEXT224 rejected-extreme cohort (SCIGEN+WyFormer),NEXT224 rejected-extreme discovery labels (severe vs protected),"audit AUC SCIGEN 0.671864 (worst fold 0.627287), WyFormer 0.474599 (worst fold 0.407843); 0/1 hypotheses eligible",fail-gate,yes,$PRIS_ARCHIVE/next502_tbac_feature_audit_v1/NEXT502_TBAC_FEATURE_AUDIT.json | docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md | SSD/workspace_data/newpauling/next502_tbac_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next502_tbac_f
519,NEXT503,2026-08-13,search/test,TBAC (topological bond-strength angular-territory correspondence),NA,NA,not executed; next503_search_authorized=false,not-run (blocked upstream),yes,$PRIS_ARCHIVE/next502_tbac_feature_audit_v1/NEXT502_TBAC_FEATURE_AUDIT.json | docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md
520,NEXT504,2026-08-13,search/test,TBAC (topological bond-strength angular-territory correspondence),NA,NA,not executed; blocked upstream (0 eligible hypotheses at audit),not-run (blocked upstream),yes,<repo>/docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md | docs/plans/2026-08-13-next500-next504-topological-bond-angular-correspondence.md
521,NEXT505,2026-08-13,search/test,MVCH (Madelung valence-class homogeneity),SCIGEN+WyFormer 80+80 blind probes,none opened (label-blind),support 78/80 both sources (0.975); max label-free |Spearman| 0.6828703704/0.8810207521; all blind gates pass,probe-pass,yes,<repo>/experiments/next505_mvch_label_blind_novelty_probe_result.full.json | docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md | workspace/newpauling/experiments/next505_mvch_label_blind_novelty_probe_result.superseded-preformal.json :: probe_passed=True; eligible_control_count=9; eligible_control_count=426;
522,NEXT506,2026-08-13,search/test,MVCH (Madelung valence-class homogeneity),"SCIGEN 13,470 + WyFormer 5,232 (full label-free build)",none opened (label-blind),"coverage SCIGEN 0.981218, WyFormer 0.990061; both pass",probe-pass,yes,$PRIS_ARCHIVE/next506_madelung_valence_class_homogeneity_v1/MANIFEST.json | docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md | artifact mtime: tests/test_next506_mvch_formal_build.py
523,NEXT507,2026-08-13,search/test,MVCH (Madelung valence-class homogeneity),NEXT224 rejected-extreme cohort (SCIGEN+WyFormer),NEXT224 rejected-extreme discovery labels (severe vs protected),"audit AUC SCIGEN 0.752463 (worst fold 0.725305), WyFormer 0.527185 (worst fold 0.458804); 0/1 hypotheses eligible",fail-gate,yes,$PRIS_ARCHIVE/next507_mvch_feature_audit_v1/NEXT507_MVCH_FEATURE_AUDIT.json | docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md | SSD/workspace_data/newpauling/next507_mvch_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next507_mvch_f
524,NEXT508,2026-08-13,search/test,MVCH (Madelung valence-class homogeneity),NA,NA,not executed; next508_search_authorized=false,not-run (blocked upstream),yes,$PRIS_ARCHIVE/next507_mvch_feature_audit_v1/NEXT507_MVCH_FEATURE_AUDIT.json | docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md
525,NEXT509,2026-08-13,search/test,MVCH (Madelung valence-class homogeneity),NA,NA,not executed; blocked upstream (0 eligible hypotheses at audit),not-run (blocked upstream),yes,<repo>/docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md | docs/plans/2026-08-13-next505-next509-madelung-valence-class-homogeneity.md
526,NEXT510,2026-08-13,search/test,MCPA (Madelung charge-potential antitonicity),SCIGEN+WyFormer 80+80 blind probes,none opened (label-blind),support 78/80 both sources; max label-free |Spearman| 0.6568536085/0.5851392731; all blind gates pass,probe-pass,yes,<repo>/experiments/next510_mcpa_label_blind_novelty_probe_result.full.json | docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md | workspace/newpauling/experiments/next510_mcpa_label_blind_engineering_probe_result.full.json :: engineering_probe_passed=True || workspace/newpauling/experiments/next510_mcpa_label
527,NEXT511,2026-08-13,search/test,MCPA (Madelung charge-potential antitonicity),"SCIGEN 13,470 + WyFormer 5,232 (full label-free build)",none opened (label-blind),"coverage SCIGEN 0.981218, WyFormer 0.990061; both pass",probe-pass,yes,$PRIS_ARCHIVE/next511_madelung_charge_potential_antitonicity_v1/MANIFEST.json | docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md | artifact mtime: tests/test_next511_mcpa_formal_build.py
528,NEXT512,2026-08-13,search/test,MCPA (Madelung charge-potential antitonicity),NEXT224 rejected-extreme cohort (SCIGEN+WyFormer),NEXT224 rejected-extreme discovery labels (severe vs protected),"audit AUC SCIGEN 0.540175 (worst fold 0.510334), WyFormer 0.629168 (worst fold 0.570253); 0/1 hypotheses eligible",fail-gate,yes,$PRIS_ARCHIVE/next512_mcpa_feature_audit_v1/NEXT512_MCPA_FEATURE_AUDIT.json | docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md | SSD/workspace_data/newpauling/next512_mcpa_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next512_mcpa_f
529,NEXT513,2026-08-13,search/test,MCPA (Madelung charge-potential antitonicity),NA,NA,not executed; next513_search_authorized=false,not-run (blocked upstream),yes,$PRIS_ARCHIVE/next512_mcpa_feature_audit_v1/NEXT512_MCPA_FEATURE_AUDIT.json | docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md
530,NEXT514,2026-08-13,search/test,MCPA (Madelung charge-potential antitonicity),NA,NA,not executed; blocked upstream (0 eligible hypotheses at audit),not-run (blocked upstream),yes,<repo>/docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md | docs/plans/2026-08-13-next510-next514-madelung-charge-potential-antitonicity.md
531,NEXT515,2026-08-13,search/test,ECCC-CDE (ECCC conservative domain extension),SCIGEN+WyFormer 80+80 blind probes,none opened (label-blind),"support 78/80 both sources; conservatism, shared-domain identity, invariance gates all pass (post-coverage extension of NEXT470)",probe-pass,yes,<repo>/experiments/next515_eccc_cde_label_blind_probe_result.full.json | docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md | workspace/newpauling/experiments/next515_eccc_cde_label_blind_probe_result.full.json :: probe_passed=True
532,NEXT516,2026-08-13,search/test,ECCC-CDE (ECCC conservative domain extension),"SCIGEN 13,470 + WyFormer 5,232 (full label-free build)",none opened (label-blind),"coverage SCIGEN 0.981218, WyFormer 0.990252; both pass",probe-pass,yes,$PRIS_ARCHIVE/next516_eccc_conservative_domain_extension_v1/MANIFEST.json | docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md | artifact mtime: tests/test_next516_eccc_cde_formal_build.py
533,NEXT517,2026-08-13,search/test,ECCC-CDE (ECCC conservative domain extension),NEXT224 rejected-extreme cohort (SCIGEN+WyFormer),NEXT224 rejected-extreme discovery labels (severe vs protected),"audit AUC SCIGEN 0.390478 (worst fold 0.332088), WyFormer 0.505011 (worst fold 0.420479); 0/1 hypotheses eligible",fail-gate,yes,$PRIS_ARCHIVE/next517_eccc_cde_feature_audit_v1/NEXT517_ECCC_CDE_FEATURE_AUDIT.json | docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md | SSD/workspace_data/newpauling/next517_eccc_cde_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next517_ec
534,NEXT518,2026-08-13,search/test,ECCC-CDE (ECCC conservative domain extension),NA,NA,not executed; next518_search_authorized=false,not-run (blocked upstream),yes,$PRIS_ARCHIVE/next517_eccc_cde_feature_audit_v1/NEXT517_ECCC_CDE_FEATURE_AUDIT.json | docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md
535,NEXT519,2026-08-13,search/test,ECCC-CDE (ECCC conservative domain extension),NA,NA,not executed; blocked upstream (0 eligible hypotheses at audit),not-run (blocked upstream),yes,<repo>/docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md | docs/plans/2026-08-13-next515-next519-eccc-conservative-domain-extension.md
536,NEXT520,2026-08-13,search/test,MCPE (Madelung chemical-potential equalization),SCIGEN+WyFormer 80+80 blind probes,none opened (label-blind),support 78/80 both sources; max label-free |Spearman| 0.6954185055/0.6354104736; all blind gates pass after label-blind supercell (electronegativity-partition) correction (first run invariance error 0.0037994576/0.0216342009),probe-pass,yes,<repo>/experiments/next520_mcpe_label_blind_novelty_probe_result.full.json | docs/plans/2026-08-13-next520-mcpe-supercell-correction.md | workspace/newpauling/experiments/next520_mcpe_label_blind_engineering_probe_result.full.json :: engineering_probe_passed=False || workspace/newpauling/experiments/next520_mcpe_labe
537,NEXT521,2026-08-13,search/test,MCPE (Madelung chemical-potential equalization),"SCIGEN 13,470 + WyFormer 5,232 (full label-free build)",none opened (label-blind),"coverage SCIGEN 0.981218, WyFormer 0.990061; both pass",probe-pass,yes,$PRIS_ARCHIVE/next521_madelung_chemical_potential_equalization_v1/MANIFEST.json | docs/plans/2026-08-13-next520-next524-madelung-chemical-potential-equalization.md | artifact mtime: tests/test_next521_mcpe_formal_build.py
538,NEXT522,2026-08-13,search/test,MCPE (Madelung chemical-potential equalization),NEXT224 rejected-extreme cohort (SCIGEN+WyFormer),NEXT224 rejected-extreme discovery labels (severe vs protected),"audit AUC SCIGEN 0.627047 (worst fold 0.584601), WyFormer 0.503121 (worst fold 0.426619); 0/1 hypotheses eligible",fail-gate,yes,$PRIS_ARCHIVE/next522_mcpe_feature_audit_v1/NEXT522_MCPE_FEATURE_AUDIT.json | docs/plans/2026-08-13-next520-next524-madelung-chemical-potential-equalization.md | SSD/workspace_data/newpauling/next522_mcpe_feature_audit_v1/MANIFEST.json :: new_formula_selected=False; eligible_hypothesis_count=0 || SSD/workspace_data/newpauling/next522_mcpe_f
539,NEXT523,2026-08-13,search/test,MCPE (Madelung chemical-potential equalization),NA,NA,not executed; next523_search_authorized=false,not-run (blocked upstream),yes,$PRIS_ARCHIVE/next522_mcpe_feature_audit_v1/NEXT522_MCPE_FEATURE_AUDIT.json | docs/plans/2026-08-13-next520-next524-madelung-chemical-potential-equalization.md
540,NEXT524,2026-08-13,search/test,MCPE (Madelung chemical-potential equalization),NA,NA,not executed; blocked upstream (0 eligible hypotheses at audit),not-run (blocked upstream),yes,<repo>/docs/plans/2026-08-13-next520-next524-madelung-chemical-potential-equalization.md | docs/plans/2026-08-13-next520-next524-madelung-chemical-potential-equalization.md
541,NEXT525,2026-08-13,search/test,"SSSP (same-sign shell purity, reject if SSSP<=0.5231805323)","SCIGEN+WyFormer discovery partitions (12,969/5,002 supported)",NEXT224 rejected-extreme discovery labels (severe vs protected),SCIGEN pooled discovery AUC 0.8558947768 (worst formula fold 0.8292102463); WyFormer 0.6546082320 (worst fold 0.6320934494); passes_discovery_feasibility=true,pass,yes,<repo>/reports/evidence/2026-08-14-next1-next568/late-json-controls/next525_sssp_standalone_discovery_freeze_v1/NEXT525_SSSP_DISCOVERY_EVALUATION.json | docs/plans/2026-08-13-next525-next528-sssp-standalone-sequential-validation.md | SSD/workspace_data/newpauling/next525_sssp_standalone_discovery_freeze_v1/NEXT525_SSSP_DISCOVERY_EVALUATION.json :: candidate_count=15879 || workspace/newpauling/reports/evidence/2
542,NEXT526,2026-08-13,search/test,SSSP,sealed internal validation+replication geometries (feature freeze),none opened (label-blind),holdout features frozen; next527_internal_validation_authorized=true,probe-pass,yes,<repo>/reports/evidence/2026-08-14-next1-next568/late-json-controls/next526_sssp_holdout_feature_freeze_v1/MANIFEST.json | docs/plans/2026-08-13-next525-next528-sssp-standalone-sequential-validation.md | artifact mtime: tests/test_next526_sssp_holdout_feature_freeze.py
543,NEXT527,2026-08-13,search/test,SSSP,"SCIGEN 5,174 + WyFormer internal validation partitions",NEXT224 rejected-extreme discovery labels (severe vs protected),"SCIGEN AUC 0.8635, WyFormer AUC 0.6692; passes_all_validation_gates=true",pass,yes,<repo>/reports/evidence/2026-08-14-next1-next568/late-json-controls/next527_sssp_one_shot_dual_source_validation_v1/NEXT527_SSSP_INTERNAL_VALIDATION.json | docs/plans/2026-08-13-next525-next528-sssp-standalone-sequential-validation.md | SSD/workspace_data/newpauling/next527_sssp_one_shot_dual_source_validation_v1/MANIFEST.json :: passes_all_validation_gates=True || SSD/workspace_data/newpauling/next527_sssp_one_sh
544,NEXT528,2026-08-13,search/test,SSSP,"SCIGEN 6,098 + WyFormer internal replication partitions",NEXT224 rejected-extreme discovery labels (severe vs protected),"SCIGEN passes; WyFormer ranking gate passes (AUC 0.6502, bootstrap lower 0.6172) but protected-recall lower 0.9487<0.95 and severe-rejection-precision lower 0.5595<0.60; passes_all_replication_gates=false",fail-gate,yes,<repo>/reports/evidence/2026-08-14-next1-next568/late-json-controls/next528_sssp_one_shot_dual_source_replication_v1/NEXT528_SSSP_INTERNAL_REPLICATION.json | docs/plans/2026-08-13-next525-next528-sssp-standalone-sequential-validation.md | SSD/workspace_data/newpauling/next528_sssp_one_shot_dual_source_replication_v1/MANIFEST.json :: passes_all_replication_gates=False || SSD/workspace_data/newpauling/next528_sssp_one
585,L4,2026-08-14,search/test,"greedy predicate addition over 94 eligible quantities (8,466 candidate predicates)",discovery then one-shot calibration,real-vs-perturbed satisfaction/exclusion,"D7 wyckoff_econ <= 2/3 (disc 0.8309/0.8665), D8 bv_rel_mean <= 0.7143 (disc 0.8107/0.9051), stop at step 3 (gain +0.0035); calibration 0.8180/0.9111, gates C1-C3 pass",pass,yes,outputs/20260814_l4_plausibility/search_log.txt; calib_result.json; L4_frozen.json
589,GNoME D7 external,2026-08-15,external evaluation,D7 parsimony bound alone,"5,000 random CIFs of the 554,054-entry GNoME release",rejection rate by release symmetry label,"2,032/5,000 = 0.4064 rejected (symprec 0.1: 0.3974); P1 1.000, Pm 0.9657, Cm 0.8841",measurement,yes,external_sources/gnome_d7/ (protocol.md 2026-08-15 04:31); paper/FACTS.md sec 23
590,cross-split threshold transfer,2026-08-15,external evaluation,all eight predicate constants,discovery vs calibration,constant re-derivation and verdict-flip rate,"e.g. D1 0.735: calibration value 0.7448, relative deviation 1.34%, verdict flips 0.189% real / 1.633% corrupted",measurement,yes,outputs/20260815_threshold_transfer/transfer.json (2026-08-15 05:42)
